DWA_ID,DWA_Title,total_steps,M1_count,M1_share,M2_count,M2_share,M3_count,M3_share,M4_count,M4_share,M5_count,M5_share,M6_count,M6_share,M7_count,M7_share,Noise_count,Noise_share,dominant_macro,dominant_share,macro_diversity,entropy
4.A.3.a.2.I38.D02,Collect biological specimens.,9,3,0.3333,4,0.4444,1,0.1111,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,M2,0.4444,4,1.7527
4.A.3.a.2.I03.D02,Prepare foods for cooking or serving.,8,1,0.125,7,0.875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,0.875,2,0.5436
4.A.1.a.1.I01.D03,Review production information to determine costume or makeup requirements.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,Noise,1.0,1,-0.0
4.A.1.a.2.I08.D04,Monitor external factors impacting operations.,7,0,0.0,0,0.0,0,0.0,2,0.2857,2,0.2857,0,0.0,0,0.0,3,0.4286,Noise,0.4286,3,1.5567
4.A.1.b.3.I01.D03,Measure physical or chemical properties of materials or objects.,8,0,0.0,2,0.25,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,4,0.5,Noise,0.5,3,1.5
4.A.3.a.3.I03.D03,Operate mining equipment.,8,1,0.125,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.4.a.5.I10.D09,Arrange services or reservations for patrons.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,6,0.8571,Noise,0.8571,2,0.5917
4.A.3.b.4.I02.D12,Apply lubricants or coolants to workpieces.,7,0,0.0,2,0.2857,0,0.0,1,0.1429,0,0.0,0,0.0,0,0.0,4,0.5714,Noise,0.5714,3,1.3788
4.A.3.a.1.I03.D25,Clean vehicles or vehicle components.,9,2,0.2222,6,0.6667,0,0.0,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,M2,0.6667,3,1.2244
4.A.2.b.2.I26.D04,Develop theories or models of social phenomena.,8,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,M4,1.0,1,-0.0
4.A.4.a.6.I03.D03,Promote environmental sustainability or conservation initiatives.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4286,4,0.5714,Noise,0.5714,2,0.9852
4.A.2.b.1.I09.D02,Implement transportation changes to reduce environmental impact.,8,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,1,0.125,M7,0.625,3,1.2988
4.A.1.a.1.I20.D02,Research engineering applications of emerging technologies.,9,0,0.0,0,0.0,0,0.0,4,0.4444,1,0.1111,0,0.0,0,0.0,4,0.4444,M4,0.4444,3,1.3921
4.A.2.b.2.I15.D04,Plan experiential learning activities.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,0,0.0,4,0.5,M6,0.5,2,1.0
4.A.1.b.3.I02.D04,Estimate operational costs.,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,M7,1.0,1,-0.0
4.A.2.b.2.I25.D05,"Develop artistic or design concepts for decoration, exhibition, or commercial purposes.",8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,Noise,1.0,1,-0.0
4.A.2.b.2.I20.D04,Develop sustainable industrial or development methods.,8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,5,0.625,2,0.25,M7,0.625,3,1.2988
4.A.3.a.2.I01.D17,Install wooden structural components.,8,0,0.0,3,0.375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,2,0.9544
4.A.2.b.2.I18.D03,Create graphical representations of civil structures.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.6667,3,0.3333,M7,0.6667,2,0.9183
4.A.2.b.1.I10.D08,Select medical equipment for addressing patient needs.,8,1,0.125,0,0.0,0,0.0,2,0.25,0,0.0,5,0.625,0,0.0,0,0.0,M6,0.625,3,1.2988
4.A.4.b.4.I01.D01,Supervise maintenance workers.,7,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4286,1,0.1429,0,0.0,3,0.4286,M5,0.4286,3,1.4488
4.A.1.a.1.I20.D10,Research methods to improve food products.,9,0,0.0,5,0.5556,0,0.0,1,0.1111,1,0.1111,0,0.0,0,0.0,2,0.2222,M2,0.5556,4,1.6577
4.A.2.a.4.I01.D05,Analyze geological or geographical data.,7,0,0.0,0,0.0,0,0.0,6,0.8571,1,0.1429,0,0.0,0,0.0,0,0.0,M4,0.8571,2,0.5917
4.A.4.b.3.I05.D01,Instruct workers to use equipment or perform technical procedures.,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,4,0.8,Noise,0.8,2,0.7219
4.A.4.c.3.I04.D01,"Collect deposits, payments or fees.",8,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,0,0.0,M6,0.875,2,0.5436
4.A.2.a.4.I07.D02,Analyze operational or research data.,8,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,0,0.0,0,0.0,1,0.125,M4,0.875,2,0.5436
4.A.3.b.6.I11.D02,Maintain medical facility records.,8,2,0.25,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,1,0.125,M6,0.625,3,1.2988
4.A.3.b.1.I01.D02,Program equipment to perform production tasks.,10,0,0.0,6,0.6,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,1,0.1,M2,0.6,3,1.2955
4.A.4.b.4.I06.D04,Coordinate software or hardware installation.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,Noise,1.0,1,-0.0
4.A.1.b.1.I02.D05,Identify new applications for existing technologies.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,7,0.875,Noise,0.875,2,0.5436
4.A.1.b.1.I01.D04,"Mark products, workpieces, or equipment with identifying information.",10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,Noise,1.0,1,-0.0
4.A.4.b.5.I02.D02,Visit individuals in their homes to provide support or information.,9,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,6,0.6667,0,0.0,2,0.2222,M6,0.6667,3,1.2244
4.A.3.a.2.I33.D06,Apply protective or decorative finishes to workpieces or products.,10,1,0.1,9,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,0.9,2,0.469
4.A.3.b.6.I08.D09,"Maintain records, documents, or other files.",8,4,0.5,0,0.0,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,2,0.25,M1,0.5,3,1.5
4.A.3.a.2.I06.D06,Position raw materials on processing or production equipment.,5,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,Noise,0.6,2,0.971
4.A.4.b.6.I03.D01,Advise others about environmental management or conservation.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,2,0.25,3,0.375,M6,0.375,3,1.5613
4.A.4.a.6.I03.D07,Deliver promotional presentations to current or prospective customers.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,0,0.0,1,0.125,M6,0.875,2,0.5436
4.A.4.a.8.I03.D04,Communicate with customers to resolve complaints or ensure satisfaction.,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.3.a.3.I06.D13,Operate industrial equipment.,8,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,2,0.25,M2,0.625,3,1.2988
4.A.3.b.4.I07.D04,Repair non-engine automotive or vehicle components.,10,0,0.0,1,0.1,0,0.0,7,0.7,0,0.0,0,0.0,0,0.0,2,0.2,M4,0.7,3,1.1568
4.A.3.a.1.I06.D04,Place materials into molds.,7,0,0.0,6,0.8571,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,M2,0.8571,2,0.5917
4.A.2.b.6.I01.D05,Plan community programs or activities for the general public.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222,2,0.2222,5,0.5556,Noise,0.5556,3,1.4355
4.A.3.a.2.I19.D03,Disassemble equipment to inspect for deficiencies.,6,0,0.0,0,0.0,0,0.0,2,0.3333,1,0.1667,0,0.0,0,0.0,3,0.5,Noise,0.5,3,1.4591
4.A.3.a.1.I11.D06,Guard facilities.,9,0,0.0,0,0.0,0,0.0,8,0.8889,0,0.0,0,0.0,0,0.0,1,0.1111,M4,0.8889,2,0.5033
4.A.1.a.2.I08.D03,Monitor external affairs or events affecting business operations.,7,1,0.1429,0,0.0,0,0.0,4,0.5714,2,0.2857,0,0.0,0,0.0,0,0.0,M4,0.5714,3,1.3788
4.A.4.b.4.I12.D11,Manage guest services.,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,Noise,1.0,1,-0.0
4.A.4.c.1.I01.D04,Prepare business correspondence.,7,1,0.1429,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,Noise,0.8571,2,0.5917
4.A.2.b.3.I01.D07,Update knowledge about emerging industry or technology trends.,9,0,0.0,0,0.0,0,0.0,5,0.5556,1,0.1111,1,0.1111,0,0.0,2,0.2222,M4,0.5556,4,1.6577
4.A.2.b.1.I10.D03,Select materials or props.,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,Noise,1.0,1,-0.0
4.A.3.a.1.I15.D02,Serve food or beverages.,6,0,0.0,3,0.5,0,0.0,0,0.0,0,0.0,2,0.3333,0,0.0,1,0.1667,M2,0.5,3,1.4591
4.A.3.a.2.I20.D06,Install metering equipment.,10,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0,8,0.8,Noise,0.8,2,0.7219
4.A.2.b.1.I08.D13,Calculate requirements for equipment installation or repair projects.,9,0,0.0,0,0.0,0,0.0,1,0.1111,1,0.1111,0,0.0,4,0.4444,3,0.3333,M7,0.4444,4,1.7527
4.A.2.b.2.I15.D05,Establish operational policies.,10,0,0.0,0,0.0,0,0.0,0,0.0,8,0.8,0,0.0,0,0.0,2,0.2,M5,0.8,2,0.7219
4.A.1.b.2.I07.D19,Inspect communications or broadcasting equipment.,8,1,0.125,0,0.0,0,0.0,4,0.5,1,0.125,0,0.0,0,0.0,2,0.25,M4,0.5,4,1.75
4.A.3.a.2.I45.D03,Apply decorative or textured finishes or coverings.,9,0,0.0,6,0.6667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333,M2,0.6667,2,0.9183
4.A.3.a.2.I19.D02,Disassemble equipment for maintenance or repair.,8,0,0.0,1,0.125,0,0.0,2,0.25,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.3.a.1.I05.D06,Remove debris or vegetation from work sites.,8,0,0.0,4,0.5,0,0.0,1,0.125,1,0.125,0,0.0,0,0.0,2,0.25,M2,0.5,4,1.75
4.A.4.a.2.I03.D21,Communicate safety or hazard information to others.,8,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,1,0.125,0,0.0,3,0.375,M5,0.5,3,1.4056
4.A.3.a.2.I01.D02,Install insulation in equipment or structures.,10,1,0.1,3,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.6,Noise,0.6,3,1.2955
4.A.3.a.2.I01.D03,Install masonry materials.,9,0,0.0,1,0.1111,1,0.1111,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7778,Noise,0.7778,3,0.9864
4.A.2.b.2.I18.D09,"Design layout of art or product exhibits, displays, or promotional materials.",8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,1,0.125,6,0.75,Noise,0.75,3,1.0613
4.A.3.b.6.I08.D05,Maintain operational records.,7,1,0.1429,0,0.0,0,0.0,2,0.2857,1,0.1429,0,0.0,0,0.0,3,0.4286,Noise,0.4286,4,1.8424
4.A.2.b.1.I08.D07,"Estimate supplies, ingredients, or staff requirements for food preparation activities.",8,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,3,0.375,2,0.25,2,0.25,M6,0.375,4,1.9056
4.A.3.a.1.I07.D10,Finish concrete surfaces.,9,1,0.1111,3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.5556,Noise,0.5556,3,1.3516
4.A.4.a.6.I02.D06,Customize energy products or services to meet customer needs.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4286,2,0.2857,2,0.2857,M6,0.4286,3,1.5567
4.A.1.a.2.I03.D03,Monitor sales activities.,7,1,0.1429,0,0.0,0,0.0,2,0.2857,1,0.1429,0,0.0,0,0.0,3,0.4286,Noise,0.4286,4,1.8424
4.A.1.a.1.I20.D03,Research design or application of green technologies.,8,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,0,0.0,4,0.5,2,0.25,M7,0.5,4,1.75
4.A.2.a.1.I07.D02,Evaluate new technologies or methods.,6,0,0.0,0,0.0,0,0.0,5,0.8333,0,0.0,0,0.0,1,0.1667,0,0.0,M4,0.8333,2,0.65
4.A.4.b.4.I10.D06,Coordinate construction or installation activities.,10,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,8,0.8,Noise,0.8,3,0.9219
4.A.4.b.6.I07.D02,Advise students on academic or career matters.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571,0,0.0,1,0.1429,M6,0.8571,2,0.5917
4.A.1.b.2.I09.D02,"Examine animals to detect illness, injury or other problems.",7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,6,0.8571,Noise,0.8571,2,0.5917
4.A.3.a.1.I05.D07,Dispose of trash or waste materials.,7,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.1.b.2.I06.D15,Inspect completed work to ensure proper functioning.,7,0,0.0,0,0.0,0,0.0,3,0.4286,1,0.1429,0,0.0,0,0.0,3,0.4286,M4,0.4286,3,1.4488
4.A.4.b.3.I06.D07,Teach health or hygiene practices.,5,0,0.0,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.3.a.2.I22.D02,Position safety or support equipment.,6,1,0.1667,1,0.1667,0,0.0,1,0.1667,0,0.0,0,0.0,0,0.0,3,0.5,Noise,0.5,4,1.7925
4.A.2.b.2.I03.D03,Develop marketing plans or strategies.,9,0,0.0,0,0.0,0,0.0,1,0.1111,0,0.0,0,0.0,4,0.4444,4,0.4444,M7,0.4444,3,1.3921
4.A.4.c.1.I05.D01,Receive shipments.,10,8,0.8,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,M1,0.8,3,0.9219
4.A.4.a.2.I03.D02,Provide information to coworkers.,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,3,0.6,0,0.0,1,0.2,M6,0.6,3,1.371
4.A.2.a.1.I07.D08,Evaluate utility of software or hardware technologies.,7,0,0.0,0,0.0,0,0.0,3,0.4286,1,0.1429,0,0.0,1,0.1429,2,0.2857,M4,0.4286,4,1.8424
4.A.1.b.1.I02.D04,Identify strategic business investment opportunities.,7,0,0.0,0,0.0,0,0.0,1,0.1429,2,0.2857,0,0.0,0,0.0,4,0.5714,Noise,0.5714,3,1.3788
4.A.1.a.1.I22.D01,"Investigate system, equipment, or product failures.",9,0,0.0,0,0.0,0,0.0,5,0.5556,1,0.1111,0,0.0,0,0.0,3,0.3333,M4,0.5556,3,1.3516
4.A.2.b.6.I02.D07,Prepare detailed work plans.,7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,4,0.5714,2,0.2857,M7,0.5714,3,1.3788
4.A.2.a.1.I07.D07,Evaluate characteristics of equipment or systems.,9,0,0.0,0,0.0,0,0.0,4,0.4444,1,0.1111,0,0.0,0,0.0,4,0.4444,M4,0.4444,3,1.3921
4.A.3.a.1.I13.D02,Move patients to or from treatment areas.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.2.b.2.I26.D02,Develop mathematical models of environmental conditions.,9,0,0.0,0,0.0,0,0.0,3,0.3333,0,0.0,0,0.0,1,0.1111,5,0.5556,Noise,0.5556,3,1.3516
4.A.3.a.2.I42.D06,Package objects for shipping.,8,7,0.875,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,M1,0.875,2,0.5436
4.A.1.b.1.I01.D05,Label production materials.,8,1,0.125,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,Noise,0.75,3,1.0613
4.A.3.b.1.I01.D01,"Enter commands, instructions, or specifications into equipment.",6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,Noise,1.0,1,-0.0
4.A.3.b.1.I06.D03,Enter patient or treatment data into computers.,7,2,0.2857,0,0.0,0,0.0,1,0.1429,0,0.0,4,0.5714,0,0.0,0,0.0,M6,0.5714,3,1.3788
4.A.3.b.6.I09.D06,Document test results.,8,1,0.125,0,0.0,0,0.0,6,0.75,1,0.125,0,0.0,0,0.0,0,0.0,M4,0.75,3,1.0613
4.A.4.b.4.I09.D07,Manage budgets for appropriate resource allocation.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,M7,1.0,1,-0.0
4.A.4.a.2.I11.D03,Collaborate with outside groups to develop programs or projects.,8,0,0.0,0,0.0,0,0.0,0,0.0,2,0.25,1,0.125,0,0.0,5,0.625,Noise,0.625,3,1.2988
4.A.4.b.3.I01.D04,Teach life skills.,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6667,0,0.0,2,0.3333,M6,0.6667,2,0.9183
4.A.4.a.6.I02.D02,Sell agricultural products.,6,1,0.1667,0,0.0,0,0.0,0,0.0,0,0.0,3,0.5,2,0.3333,0,0.0,M6,0.5,3,1.4591
4.A.4.b.4.I13.D02,Prepare staff schedules or work assignments.,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,4,0.5,0,0.0,3,0.375,M6,0.5,3,1.4056
4.A.3.a.3.I08.D02,Lift materials or workpieces using cranes or other lifting equipment.,10,3,0.3,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,M2,0.4,3,1.571
4.A.1.b.3.I01.D06,Measure distances or dimensions.,8,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.2.b.2.I01.D06,Develop treatment plans that use non-medical therapies.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.3.b.4.I01.D05,Repair pipes to stop leaking.,8,0,0.0,0,0.0,0,0.0,3,0.375,0,0.0,0,0.0,0,0.0,5,0.625,Noise,0.625,2,0.9544
4.A.4.b.4.I12.D13,Coordinate activities of food service staff.,8,0,0.0,4,0.5,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,2,0.25,M2,0.5,3,1.5
4.A.4.c.3.I05.D06,Purchase products or services.,8,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,Noise,0.875,2,0.5436
4.A.2.b.2.I02.D08,Design websites or web applications.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111,8,0.8889,Noise,0.8889,2,0.5033
4.A.2.a.1.I09.D03,Appraise property values.,9,0,0.0,0,0.0,0,0.0,4,0.4444,1,0.1111,0,0.0,0,0.0,4,0.4444,M4,0.4444,3,1.3921
4.A.4.a.5.I03.D08,Administer intravenous medications.,10,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,9,0.9,0,0.0,0,0.0,M6,0.9,2,0.469
4.A.1.b.2.I03.D06,Test fluids to identify contamination or other problems.,9,1,0.1111,3,0.3333,0,0.0,3,0.3333,1,0.1111,0,0.0,0,0.0,1,0.1111,M2,0.3333,5,2.1133
4.A.2.b.3.I01.D05,Maintain current knowledge related to work activities.,6,0,0.0,0,0.0,0,0.0,1,0.1667,0,0.0,2,0.3333,0,0.0,3,0.5,Noise,0.5,3,1.4591
4.A.4.a.2.I13.D05,Confer with customers or designers to determine order specifications.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,0,0.0,5,0.625,Noise,0.625,2,0.9544
4.A.4.b.4.I12.D18,Manage operations of artistic or entertainment departments or organizations.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.6667,1,0.1111,2,0.2222,M6,0.6667,3,1.2244
4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.,8,0,0.0,0,0.0,0,0.0,2,0.25,1,0.125,0,0.0,1,0.125,4,0.5,Noise,0.5,4,1.75
4.A.2.b.4.I03.D17,"Establish standards for products, processes, or procedures.",9,0,0.0,0,0.0,0,0.0,2,0.2222,3,0.3333,0,0.0,0,0.0,4,0.4444,Noise,0.4444,3,1.5305
4.A.2.b.2.I02.D12,Apply information technology to solve business or other applied problems.,7,0,0.0,0,0.0,0,0.0,2,0.2857,1,0.1429,0,0.0,1,0.1429,3,0.4286,Noise,0.4286,4,1.8424
4.A.3.a.2.I34.D05,Thread wire or cable through ducts or conduits.,9,0,0.0,0,0.0,0,0.0,2,0.2222,0,0.0,0,0.0,0,0.0,7,0.7778,Noise,0.7778,2,0.7642
4.A.1.b.1.I02.D06,Identify opportunities to improve operational efficiency.,7,0,0.0,0,0.0,0,0.0,2,0.2857,1,0.1429,0,0.0,0,0.0,4,0.5714,Noise,0.5714,3,1.3788
4.A.4.c.1.I06.D01,Process forensic or legal evidence in accordance with procedures.,7,1,0.1429,0,0.0,0,0.0,5,0.7143,0,0.0,0,0.0,0,0.0,1,0.1429,M4,0.7143,3,1.1488
4.A.2.a.4.I02.D01,Estimate demand for products or services.,9,0,0.0,0,0.0,0,0.0,4,0.4444,2,0.2222,0,0.0,0,0.0,3,0.3333,M4,0.4444,3,1.5305
4.A.3.b.6.I08.D16,Transcribe spoken or written information.,8,0,0.0,0,0.0,1,0.125,0,0.0,1,0.125,0,0.0,0,0.0,6,0.75,Noise,0.75,3,1.0613
4.A.4.b.3.I05.D03,Teach others to use computer equipment or hardware.,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6667,0,0.0,2,0.3333,M6,0.6667,2,0.9183
4.A.3.b.4.I04.D05,Maintain laboratory or technical equipment.,9,0,0.0,0,0.0,0,0.0,6,0.6667,1,0.1111,0,0.0,0,0.0,2,0.2222,M4,0.6667,3,1.2244
4.A.3.a.3.I03.D08,Operate detonation equipment.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,Noise,1.0,1,-0.0
4.A.4.a.5.I11.D07,Prepare patients physically for medical procedures.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.1.a.1.I16.D02,Research diseases or parasites.,8,0,0.0,1,0.125,0,0.0,6,0.75,0,0.0,1,0.125,0,0.0,0,0.0,M4,0.75,3,1.0613
4.A.4.b.4.I07.D01,Coordinate training activities.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.3.a.2.I09.D17,Adjust building climate control systems.,7,0,0.0,0,0.0,0,0.0,3,0.4286,0,0.0,0,0.0,0,0.0,4,0.5714,Noise,0.5714,2,0.9852
4.A.4.b.6.I10.D02,Counsel clients or patients with substance abuse issues.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,1.0,0,0.0,0,0.0,M6,1.0,1,-0.0
4.A.3.a.1.I08.D01,Operate garment treatment equipment.,9,0,0.0,2,0.2222,0,0.0,1,0.1111,0,0.0,4,0.4444,0,0.0,2,0.2222,M6,0.4444,4,1.8366
4.A.4.a.7.I02.D07,Negotiate prices or other sales terms.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.625,0,0.0,3,0.375,M6,0.625,2,0.9544
4.A.2.b.2.I18.D16,Create graphical representations of structures or landscapes.,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3333,4,0.6667,Noise,0.6667,2,0.9183
4.A.2.b.2.I03.D05,Develop promotional strategies or plans.,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.7778,2,0.2222,M7,0.7778,2,0.7642
4.A.2.b.2.I07.D07,Develop performance metrics or standards related to information technology.,7,0,0.0,0,0.0,0,0.0,4,0.5714,2,0.2857,0,0.0,1,0.1429,0,0.0,M4,0.5714,3,1.3788
4.A.4.a.2.I09.D06,Discuss design or technical features of products or services with technical personnel.,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857,1,0.1429,4,0.5714,Noise,0.5714,3,1.3788
4.A.4.c.3.I04.D02,Collect fares or payment from customers.,6,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M1,1.0,1,-0.0
4.A.4.b.3.I04.D20,Train service staff.,8,0,0.0,5,0.625,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,1,0.125,M2,0.625,3,1.2988
4.A.1.a.2.I07.D13,Monitor work environment to ensure safety or adherence to specifications.,9,2,0.2222,0,0.0,0,0.0,0,0.0,5,0.5556,0,0.0,0,0.0,2,0.2222,M5,0.5556,3,1.4355
4.A.4.c.3.I02.D01,Order medical diagnostic or clinical tests.,7,0,0.0,0,0.0,0,0.0,1,0.1429,0,0.0,6,0.8571,0,0.0,0,0.0,M6,0.8571,2,0.5917
4.A.1.a.2.I02.D12,Monitor loading processes to ensure they are performed properly.,7,2,0.2857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.7143,Noise,0.7143,2,0.8631
4.A.2.a.1.I05.D04,Evaluate quality of food ingredients or prepared foods.,11,1,0.0909,5,0.4545,1,0.0909,0,0.0,3,0.2727,0,0.0,0,0.0,1,0.0909,M2,0.4545,5,1.9717
4.A.3.a.2.I15.D02,"Remove dents from equipment, materials, tools or structures.",7,0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,M2,1.0,1,-0.0
4.A.3.a.2.I13.D08,"Prepare biological feedstock for physical, chemical, or biological processing.",7,1,0.1429,3,0.4286,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4286,M2,0.4286,3,1.4488
4.A.4.b.3.I03.D02,Teach safety standards or environmental compliance methods.,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.75,0,0.0,2,0.25,M6,0.75,2,0.8113
4.A.2.a.1.I09.D02,Assess financial status of clients.,8,0,0.0,0,0.0,0,0.0,2,0.25,0,0.0,6,0.75,0,0.0,0,0.0,M6,0.75,2,0.8113
4.A.1.a.2.I06.D04,Supervise school or student activities.,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6667,0,0.0,2,0.3333,M6,0.6667,2,0.9183
4.A.1.b.3.I01.D15,Measure stock or liquid levels in sustainable fuel production systems.,8,1,0.125,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,6,0.75,Noise,0.75,3,1.0613
