DWA_ID,DWA_Title,analysis_group,Eloundou_task,AIOE,FreyOsborne
4.A.1.a.2.I10.D02,Monitor the performance of computer networks.,M4,0.5714285714285714,,
4.A.3.b.4.I02.D19,Sharpen cutting or grinding tools.,M2,0.0,-0.96881668,0.8560000000000001
4.A.4.a.1.I04.D03,Explain financial information to customers.,M6,0.5625,0.94252144,0.4320199999999999
4.A.1.a.1.I07.D01,Obtain information about goods or services.,M6,0.5555555555555556,1.0622619714285717,0.4124
4.A.1.b.3.I02.D01,Estimate time or monetary resources needed to complete projects.,M7,0.45,,
4.A.3.a.2.I36.D08,Assemble metal or plastic parts or products.,Noise,0.0,-0.8724868571428571,0.8200000000000001
4.A.1.b.2.I10.D06,Evaluate characteristics of archival or historical objects.,Noise,0.5,0.62350056,0.3609
4.A.3.b.6.I03.D06,Write reports or evaluations.,M4,0.5725806451612904,1.13082085625,0.0660714285714285
4.A.3.b.6.I15.D03,Prepare accident or incident reports.,M4,0.5909090909090909,-0.4954345125,0.725375
4.A.4.b.6.I05.D03,Recommend personnel decisions or human resources activities.,Noise,0.4583333333333333,-0.4281868,0.27
4.A.4.a.5.I04.D04,Provide care for animals.,Noise,0.1111111111111111,-0.6507401749999999,0.5045
4.A.4.b.4.I10.D07,Manage construction activities.,mixed_dwa,0.3846153846153846,0.8301410857142857,0.1957142857142857
4.A.2.a.4.I01.D07,"Analyze physical, survey, or geographic data.",M4,0.53125,0.7830518125,0.363
4.A.2.b.1.I06.D03,Diagnose neural or psychological disorders.,M6,0.5,1.389854,0.0043
4.A.4.a.5.I05.D03,Respond to transportation emergencies.,M4,0.5,0.1493316999999999,0.4166666666666667
4.A.1.a.1.I02.D01,Read materials to determine needed actions.,Noise,0.65,0.4154344799999999,0.8574999999999999
4.A.2.a.4.I11.D03,Apply mathematical models of financial or business conditions.,Noise,0.5416666666666666,1.276854,0.1628
4.A.4.a.2.I03.D14,Confer with organizational members to accomplish work activities.,Noise,0.4117647058823529,1.0309420944444443,0.1513444444444444
4.A.4.a.3.I03.D03,Provide attraction or event information to patrons.,Noise,0.5384615384615384,-0.0362358833333333,0.6799999999999999
4.A.3.a.2.I46.D10,Set up laboratory or field equipment.,mixed_dwa,0.25,0.2369143857142857,0.5524285714285714
4.A.3.a.1.I03.D01,Clean vessels or marine equipment.,M2,0.0,-1.1416265333333333,0.7233333333333333
4.A.4.b.3.I04.D13,Train construction or extraction personnel.,M1,0.25,-0.7697697714285715,0.5314285714285715
4.A.3.b.1.I01.D04,Program robotic equipment.,Noise,0.4583333333333333,-0.22196885,0.6185
4.A.4.c.3.I03.D02,Allocate physical resources within organizations.,Noise,0.125,0.6365291666666667,0.4039999999999999
4.A.1.a.2.I11.D01,Identify actions needed to bring properties or facilities into compliance with regulations.,Noise,0.5,0.5137401,0.365
4.A.1.a.1.I16.D06,Examine characteristics or behavior of living organisms.,Noise,0.4444444444444444,0.1446479,0.15675
4.A.2.b.4.I03.D07,Establish standards for medical care.,M5,0.5,1.2160044,0.00862
4.A.4.b.6.I05.D02,Advise others on logistics topics.,Noise,0.5625,1.0975755,0.0346666666666666
4.A.4.b.6.I07.D01,Advise others on social or educational issues.,Noise,0.3333333333333333,0.8538874000000001,0.01482
4.A.4.a.2.I04.D02,Confer with other personnel to resolve design or operational problems.,Noise,0.4,0.9192373888888888,0.3463333333333333
4.A.1.a.1.I03.D02,Examine crime scenes to obtain evidence.,M4,0.2857142857142857,0.0319503799999999,0.2759
4.A.2.b.2.I18.D15,Draw detailed or technical illustrations.,M7,0.66,0.2968474,0.195576923076923
4.A.1.a.1.I02.D13,Read work orders or descriptions of problems to determine repairs or modifications needed.,Noise,0.3333333333333333,-0.9261105363636364,0.6736363636363637
4.A.2.b.2.I07.D04,Develop technical specifications for systems or equipment.,Noise,0.5,1.1069524166666669,0.3264
4.A.3.a.3.I05.D04,Operate still or video cameras or related equipment.,Noise,0.4166666666666667,-0.29397304,0.2449999999999999
4.A.3.b.6.I15.D01,Prepare operational reports or records.,M1,0.625,-0.06608912,0.55861
4.A.3.a.2.I09.D02,Adjust equipment controls to regulate gas flow.,M4,0.4375,-0.8247052571428571,0.8242857142857142
4.A.1.b.2.I07.D08,Inspect electrical or electronic systems for defects.,mixed_dwa,0.25,-0.9609739636363636,0.5977
4.A.2.b.2.I23.D04,Design research studies to obtain scientific information.,M4,0.45,1.0837208,0.2235999999999999
4.A.2.a.2.I03.D01,Compile operational data.,M4,0.6666666666666666,0.9257127818181818,0.22945
4.A.3.a.4.I01.D12,Drive trucks or other vehicles to or at work sites.,M1,0.3125,-1.197761877777778,0.6707777777777778
4.A.1.b.2.I01.D04,Test patient vision.,M6,0.5104166666666666,0.0996331333333333,0.14
4.A.2.a.4.I01.D03,Analyze geological samples.,M2,0.5,0.7143481,0.63
4.A.3.b.4.I02.D09,Clear equipment jams.,Noise,0.0,-0.9744100818181818,0.8654545454545454
4.A.4.b.4.I12.D21,Direct maintenance or repair activities.,M4,0.25,-0.7749525333333334,0.6001666666666666
4.A.3.a.3.I12.D01,Operate grinding equipment.,M2,0.0108695652173913,-0.9128718133333332,0.8350000000000001
4.A.2.a.4.I11.D01,Analyze budgetary or accounting data.,Noise,0.5833333333333334,1.2700795,0.585
4.A.3.b.6.I08.D25,Maintain call records.,M6,0.875,0.9701405333333332,0.8066666666666666
4.A.3.b.4.I03.D03,Repair electronic equipment.,M4,0.078125,-0.4730853384615384,0.6827272727272727
4.A.3.b.6.I16.D01,"Write articles, books or other original materials in area of expertise.",Noise,0.5454545454545454,1.146566158139535,0.1556
4.A.2.b.1.I08.D04,"Calculate specific material, equipment, or labor requirements for production.",M7,0.5625,-0.4581814545454545,0.6207272727272728
4.A.1.a.1.I05.D02,Research relevant legal materials to aid decision making.,M4,0.5625,1.380938,0.50625
4.A.3.a.2.I02.D01,Collect samples for analysis or testing.,M2,0.1785714285714285,-0.55648235,0.8275
4.A.3.a.2.I03.D11,Prepare foods or meals.,M2,0.03125,-0.36687222,0.322
4.A.3.b.6.I03.D04,Prepare scientific or technical reports or presentations.,mixed_dwa,0.5301724137931034,1.0406417277777775,0.1835361111111111
4.A.2.a.4.I07.D06,Model operational processes.,Noise,0.375,0.93307475,0.044
4.A.3.a.1.I03.D20,Clean surfaces in preparation for work activities.,M2,0.0,-1.5268385333333334,0.7259333333333333
4.A.4.b.3.I06.D09,Teach health management classes.,M6,0.4375,-0.0080429333333333,0.043
4.A.2.a.2.I02.D06,Sort materials or products.,M1,0.25,-0.4949960999999999,0.8775
4.A.4.a.7.I01.D03,Mediate disputes.,Noise,0.1944444444444444,0.437976225,0.38725
4.A.1.b.2.I01.D03,Test patient hearing.,M6,0.5,0.7813562,0.00485
4.A.1.b.1.I01.D03,Mark materials or objects for identification.,M1,0.1,-0.7725951,0.66677
4.A.3.b.4.I07.D02,Replace vehicle glass.,M2,0.0,-1.276992,0.7799999999999999
4.A.3.a.2.I22.D10,Position material handling equipment.,M1,0.0,-1.07043672,0.8280000000000001
4.A.3.a.2.I22.D04,Position construction forms or molds.,Noise,0.0,-1.6066886666666669,0.8716666666666667
4.A.3.a.2.I12.D04,Cut industrial materials in preparation for fabrication or processing.,M2,0.0,-0.918795844,0.8684000000000001
4.A.2.a.1.I06.D05,Assess skin or hair conditions.,M6,0.3333333333333333,-0.342848175,0.3399999999999999
4.A.3.a.2.I04.D10,Assemble products or production equipment.,Noise,0.0,-1.0877073333333334,0.6625
4.A.3.a.2.I35.D05,Operate welding equipment.,Noise,0.0,-0.8438010391304348,0.6353809523809524
4.A.4.a.5.I10.D01,Assist motorists or pedestrians.,Noise,0.15,-0.6206855,0.476
4.A.3.a.3.I06.D05,"Smooth garments with irons, presses, or steamers.",M2,0.0,-1.1449962666666669,0.7866666666666666
4.A.2.b.2.I07.D01,Determine design criteria or specifications.,mixed_dwa,0.525,0.6881583125,0.221625
4.A.3.a.1.I01.D08,Mix substances to create chemical solutions.,M2,0.025,-0.90702518125,0.88125
4.A.4.b.6.I07.D04,Counsel clients regarding educational or vocational issues.,M6,0.3333333333333333,0.7508669333333332,0.0153
4.A.4.b.4.I01.D05,Supervise production or support personnel.,Noise,0.25,0.7287948000000001,0.0966666666666666
4.A.3.a.2.I38.D02,Collect biological specimens.,M2,0.1666666666666666,0.371471,0.3869249999999999
4.A.3.a.2.I03.D02,Prepare foods for cooking or serving.,M2,0.0,-0.82578833,0.782
4.A.1.a.1.I01.D03,Review production information to determine costume or makeup requirements.,Noise,0.3214285714285714,-1.1942442,0.31
4.A.1.a.2.I08.D04,Monitor external factors impacting operations.,Noise,0.75,0.5012214,0.64
4.A.1.b.3.I01.D03,Measure physical or chemical properties of materials or objects.,Noise,0.625,0.5307872333333333,0.0946666666666666
4.A.3.a.3.I03.D03,Operate mining equipment.,Noise,0.0,-1.354323,0.455
4.A.4.a.5.I10.D09,Arrange services or reservations for patrons.,Noise,0.6071428571428571,-0.0155436142857142,0.5738333333333333
4.A.3.b.4.I02.D12,Apply lubricants or coolants to workpieces.,Noise,0.0,-0.9601295875,0.8285714285714285
4.A.3.a.1.I03.D25,Clean vehicles or vehicle components.,M2,0.0,-1.2349163714285716,0.62
4.A.2.b.2.I26.D04,Develop theories or models of social phenomena.,M4,0.5,0.6965665,0.0077
4.A.4.a.6.I03.D03,Promote environmental sustainability or conservation initiatives.,Noise,0.5,1.1648765,0.1565
4.A.2.b.1.I09.D02,Implement transportation changes to reduce environmental impact.,M7,0.5625,1.0683368666666666,0.4033333333333333
4.A.1.a.1.I20.D02,Research engineering applications of emerging technologies.,M4,0.5,0.743341475,0.018
4.A.2.b.2.I15.D04,Plan experiential learning activities.,M6,0.2763157894736842,0.8701862857142857,0.1031555555555555
4.A.1.b.3.I02.D04,Estimate operational costs.,M7,0.5340909090909091,0.8710551833333333,0.1722777777777777
4.A.2.b.2.I25.D05,"Develop artistic or design concepts for decoration, exhibition, or commercial purposes.",Noise,0.5375,-0.107141475,0.1359583333333333
4.A.2.b.2.I20.D04,Develop sustainable industrial or development methods.,M7,0.5,0.843660925,0.17925
4.A.3.a.2.I01.D17,Install wooden structural components.,Noise,0.0,-1.5375796,0.8160000000000001
4.A.2.b.2.I18.D03,Create graphical representations of civil structures.,M7,0.5416666666666666,1.1053621,0.327
4.A.2.b.1.I10.D08,Select medical equipment for addressing patient needs.,M6,0.1875,0.0842782,
4.A.4.b.4.I01.D01,Supervise maintenance workers.,M5,0.1428571428571428,-0.898218075,0.735
4.A.1.a.1.I20.D10,Research methods to improve food products.,M2,0.5,0.8502042000000001,0.052
4.A.2.a.4.I01.D05,Analyze geological or geographical data.,M4,0.5588235294117647,0.9767525142857144,0.319
4.A.4.b.3.I05.D01,Instruct workers to use equipment or perform technical procedures.,Noise,0.325,-0.5998374222222222,0.7951428571428572
4.A.4.c.3.I04.D01,"Collect deposits, payments or fees.",M6,0.6935483870967742,0.603907644,0.8867999999999999
4.A.2.a.4.I07.D02,Analyze operational or research data.,M4,0.5357142857142857,1.11500882,0.5402
4.A.3.b.6.I11.D02,Maintain medical facility records.,M6,0.625,0.0115563571428571,0.0867363636363636
4.A.3.b.1.I01.D02,Program equipment to perform production tasks.,M2,0.6704545454545454,-0.7614201416666666,0.8004083333333334
4.A.4.b.4.I06.D04,Coordinate software or hardware installation.,Noise,0.4583333333333333,,
4.A.1.b.1.I02.D05,Identify new applications for existing technologies.,Noise,0.5,0.859947,0.013
4.A.1.b.1.I01.D04,"Mark products, workpieces, or equipment with identifying information.",Noise,0.1982758620689655,-0.9272941142857144,0.8374961538461538
4.A.4.b.5.I02.D02,Visit individuals in their homes to provide support or information.,M6,0.1071428571428571,0.5011955,0.08384
4.A.3.a.2.I33.D06,Apply protective or decorative finishes to workpieces or products.,M2,0.0,-0.9151591444444444,0.8488888888888888
4.A.3.b.6.I08.D09,"Maintain records, documents, or other files.",M1,0.5735294117647058,0.22932444,0.2385555555555555
4.A.3.a.2.I06.D06,Position raw materials on processing or production equipment.,Noise,0.1666666666666666,-0.9401077666666668,0.905
4.A.4.b.6.I03.D01,Advise others about environmental management or conservation.,mixed_dwa,0.484375,0.66913328,0.15118
4.A.4.a.6.I03.D07,Deliver promotional presentations to current or prospective customers.,M6,0.5833333333333334,0.8843068666666666,0.5256833333333334
4.A.4.a.8.I03.D04,Communicate with customers to resolve complaints or ensure satisfaction.,M6,0.2916666666666667,-0.4291657599999999,0.682
4.A.3.a.3.I06.D13,Operate industrial equipment.,M2,0.1785714285714285,-0.1560450846153846,0.3724166666666667
4.A.3.b.4.I07.D04,Repair non-engine automotive or vehicle components.,M4,0.0113636363636363,-0.9330354,0.587
4.A.3.a.1.I06.D04,Place materials into molds.,M2,0.0,-0.9802301222222224,0.8788888888888889
4.A.2.b.6.I01.D05,Plan community programs or activities for the general public.,Noise,0.1136363636363636,1.1299999125,0.3936666666666666
4.A.3.a.2.I19.D03,Disassemble equipment to inspect for deficiencies.,Noise,0.0714285714285714,-0.6376518833333333,0.7916666666666666
4.A.3.a.1.I11.D06,Guard facilities.,M4,0.0833333333333333,-0.6886557,0.098
4.A.1.a.2.I08.D03,Monitor external affairs or events affecting business operations.,M4,0.5277777777777778,1.07061105,0.3188333333333333
4.A.4.b.4.I12.D11,Manage guest services.,Noise,0.5,0.3702607,0.0593
4.A.4.c.1.I01.D04,Prepare business correspondence.,Noise,0.75,1.0690597875,0.91875
4.A.2.b.3.I01.D07,Update knowledge about emerging industry or technology trends.,M4,0.4642857142857143,1.22122195,0.2378333333333333
4.A.2.b.1.I10.D03,Select materials or props.,Noise,0.3214285714285714,0.1081709499999999,0.1182083333333333
4.A.3.a.1.I15.D02,Serve food or beverages.,M2,0.0108695652173913,-0.90763366,0.8144444444444444
4.A.3.a.2.I20.D06,Install metering equipment.,Noise,0.05,-0.4808340333333333,0.3635
4.A.2.b.1.I08.D13,Calculate requirements for equipment installation or repair projects.,M7,0.6666666666666666,-0.6803834,0.38
4.A.2.b.2.I15.D05,Establish operational policies.,M5,0.5,0.6676888,0.1775
4.A.1.b.2.I07.D19,Inspect communications or broadcasting equipment.,M4,0.25,0.9388108,0.022
4.A.3.a.2.I45.D03,Apply decorative or textured finishes or coverings.,M2,0.0,-1.4022584428571427,0.7833333333333333
4.A.3.a.2.I19.D02,Disassemble equipment for maintenance or repair.,Noise,0.006578947368421,-0.8850708575757575,0.7821875
4.A.3.a.1.I05.D06,Remove debris or vegetation from work sites.,M2,0.0,-1.38788236,0.828
4.A.4.a.2.I03.D21,Communicate safety or hazard information to others.,M5,0.5,-0.0558357333333333,0.85
4.A.3.a.2.I01.D02,Install insulation in equipment or structures.,Noise,0.0,-1.2875154857142856,0.6689999999999999
4.A.3.a.2.I01.D03,Install masonry materials.,Noise,0.0,-1.54235154,0.8422222222222222
4.A.2.b.2.I18.D09,"Design layout of art or product exhibits, displays, or promotional materials.",Noise,0.5277777777777778,0.6228649833333334,0.0969166666666666
4.A.3.b.6.I08.D05,Maintain operational records.,Noise,0.6296296296296297,0.356986265,0.4380944444444444
4.A.2.b.1.I08.D07,"Estimate supplies, ingredients, or staff requirements for food preparation activities.",mixed_dwa,0.55,-0.348261775,0.4549999999999999
4.A.3.a.1.I07.D10,Finish concrete surfaces.,Noise,0.0,-1.4809160666666663,0.882
4.A.4.a.6.I02.D06,Customize energy products or services to meet customer needs.,M6,0.5,0.8911985,0.25
4.A.1.a.2.I03.D03,Monitor sales activities.,Noise,0.3928571428571428,0.64695708,0.3182
4.A.1.a.1.I20.D03,Research design or application of green technologies.,M7,0.5,0.91680736,0.0162
4.A.2.a.1.I07.D02,Evaluate new technologies or methods.,M4,0.5,0.7806999400000001,0.2324
4.A.4.b.4.I10.D06,Coordinate construction or installation activities.,Noise,0.25,0.64432345,0.019625
4.A.4.b.6.I07.D02,Advise students on academic or career matters.,M6,0.2983870967741935,1.1733111630434785,0.0804727272727272
4.A.1.b.2.I09.D02,"Examine animals to detect illness, injury or other problems.",Noise,0.25,-0.531651425,0.6456666666666666
4.A.3.a.1.I05.D07,Dispose of trash or waste materials.,M2,0.0,-1.126776314285714,0.7985714285714286
4.A.1.b.2.I06.D15,Inspect completed work to ensure proper functioning.,M4,0.1785714285714285,-0.8617265714285713,0.6318571428571429
4.A.4.b.3.I06.D07,Teach health or hygiene practices.,M2,0.1785714285714285,-0.72027204,0.1106
4.A.3.a.2.I22.D02,Position safety or support equipment.,Noise,0.0,-1.36202722,0.696
4.A.2.b.2.I03.D03,Develop marketing plans or strategies.,M7,0.4875,0.8915765999999999,0.23291
4.A.4.c.1.I05.D01,Receive shipments.,M1,0.125,-0.66858365,0.945
4.A.4.a.2.I03.D02,Provide information to coworkers.,M6,0.6086956521739131,0.8079809333333333,0.8141578947368421
4.A.2.a.1.I07.D08,Evaluate utility of software or hardware technologies.,M4,0.5,1.426757,0.61
4.A.1.b.1.I02.D04,Identify strategic business investment opportunities.,Noise,0.45,1.1391127600000002,0.3175
4.A.1.a.1.I22.D01,"Investigate system, equipment, or product failures.",M4,0.4285714285714285,0.8332773166666666,0.0786666666666666
4.A.2.b.6.I02.D07,Prepare detailed work plans.,M7,0.5096153846153846,0.9406869826086957,0.1831739130434782
4.A.2.a.1.I07.D07,Evaluate characteristics of equipment or systems.,M4,0.4583333333333333,0.6249573785714286,0.2916428571428571
4.A.3.a.1.I13.D02,Move patients to or from treatment areas.,M6,0.0,-0.3500546444444444,0.1907142857142857
4.A.2.b.2.I26.D02,Develop mathematical models of environmental conditions.,Noise,0.5625,1.08928282,0.236
4.A.3.a.2.I42.D06,Package objects for shipping.,M1,0.1071428571428571,-0.38064359,0.8095000000000001
4.A.1.b.1.I01.D05,Label production materials.,Noise,0.75,0.985707,0.31
4.A.3.b.1.I01.D01,"Enter commands, instructions, or specifications into equipment.",Noise,0.7857142857142857,-0.6464077,0.8533333333333334
4.A.3.b.1.I06.D03,Enter patient or treatment data into computers.,M6,0.6590909090909091,-0.0071026749999999,0.321075
4.A.3.b.6.I09.D06,Document test results.,M4,0.625,-0.5438946,0.655
4.A.4.b.4.I09.D07,Manage budgets for appropriate resource allocation.,M7,0.5,1.40002,0.035
4.A.4.a.2.I11.D03,Collaborate with outside groups to develop programs or projects.,Noise,0.4166666666666667,0.1113944666666666,0.3072
4.A.4.b.3.I01.D04,Teach life skills.,M6,0.0869565217391304,0.5843007333333333,0.09698
4.A.4.a.6.I02.D02,Sell agricultural products.,M6,0.125,-1.3228205,0.95
4.A.4.b.4.I13.D02,Prepare staff schedules or work assignments.,M6,0.5961538461538461,0.9350804818181818,0.1522444444444444
4.A.3.a.3.I08.D02,Lift materials or workpieces using cranes or other lifting equipment.,M2,0.0,-0.914945718181818,0.78
4.A.1.b.3.I01.D06,Measure distances or dimensions.,Noise,0.1041666666666666,-0.7600365615384616,0.6332692307692308
4.A.2.b.2.I01.D06,Develop treatment plans that use non-medical therapies.,M6,0.3333333333333333,0.398900225,0.00405
4.A.3.b.4.I01.D05,Repair pipes to stop leaking.,Noise,0.0,-1.1620563,0.425
4.A.4.b.4.I12.D13,Coordinate activities of food service staff.,M2,0.25,-0.4803400857142857,0.6514285714285714
4.A.4.c.3.I05.D06,Purchase products or services.,Noise,0.5441176470588235,0.5633478,0.3475
4.A.2.b.2.I02.D08,Design websites or web applications.,Noise,0.53125,1.3522675,0.61
4.A.2.a.1.I09.D03,Appraise property values.,M4,0.5694444444444444,1.145176125,0.9375
4.A.4.a.5.I03.D08,Administer intravenous medications.,M6,0.1538461538461538,0.0119945833333333,0.0803333333333333
4.A.1.b.2.I03.D06,Test fluids to identify contamination or other problems.,mixed_dwa,0.1785714285714285,-0.3115881714285713,0.4815833333333333
4.A.2.b.3.I01.D05,Maintain current knowledge related to work activities.,Noise,0.4230769230769231,0.8526261875000001,0.7134285714285714
4.A.4.a.2.I13.D05,Confer with customers or designers to determine order specifications.,Noise,0.34375,-0.79822605,0.7318625
4.A.4.b.4.I12.D18,Manage operations of artistic or entertainment departments or organizations.,M6,0.4,0.4282417333333333,0.0231666666666666
4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.,Noise,0.5138888888888888,1.0518230555555557,0.3045555555555556
4.A.2.b.4.I03.D17,"Establish standards for products, processes, or procedures.",Noise,0.4722222222222222,0.9618007142857142,0.2083571428571428
4.A.2.b.2.I02.D12,Apply information technology to solve business or other applied problems.,Noise,0.5,1.3370220000000002,0.5075
4.A.3.a.2.I34.D05,Thread wire or cable through ducts or conduits.,Noise,0.0,-1.0490202333333334,0.4266666666666667
4.A.1.b.1.I02.D06,Identify opportunities to improve operational efficiency.,Noise,0.4807692307692308,0.71302295,0.3525555555555555
4.A.4.c.1.I06.D01,Process forensic or legal evidence in accordance with procedures.,M4,0.3333333333333333,-0.03766318,0.2911
4.A.2.a.4.I02.D01,Estimate demand for products or services.,M4,0.625,1.17309575,0.017
4.A.3.b.6.I08.D16,Transcribe spoken or written information.,Noise,0.6666666666666666,1.0955078666666669,0.8766666666666666
4.A.4.b.3.I05.D03,Teach others to use computer equipment or hardware.,M6,0.5,,
4.A.3.b.4.I04.D05,Maintain laboratory or technical equipment.,M4,0.1071428571428571,0.5006456333333333,0.4290714285714285
4.A.3.a.3.I03.D08,Operate detonation equipment.,Noise,0.0,-1.545841,0.9366666666666666
4.A.4.a.5.I11.D07,Prepare patients physically for medical procedures.,M6,0.0961538461538461,-0.1510596375,0.1934
4.A.1.a.1.I16.D02,Research diseases or parasites.,M4,0.4615384615384615,0.9109851875,0.0743125
4.A.4.b.4.I07.D01,Coordinate training activities.,M6,0.5357142857142857,1.2861630000000002,0.342
4.A.3.a.2.I09.D17,Adjust building climate control systems.,Noise,0.75,-0.71756705,0.895
4.A.4.b.6.I10.D02,Counsel clients or patients with substance abuse issues.,M6,0.1785714285714285,0.9549712166666668,0.07115
4.A.3.a.1.I08.D01,Operate garment treatment equipment.,M6,0.1666666666666666,-1.1319957333333333,0.79
4.A.4.a.7.I02.D07,Negotiate prices or other sales terms.,M6,0.5,0.986152,0.616
4.A.2.b.2.I18.D16,Create graphical representations of structures or landscapes.,Noise,0.6607142857142857,0.72747444,0.3106
4.A.2.b.2.I03.D05,Develop promotional strategies or plans.,M7,0.5,0.4409390857142856,0.1162857142857142
4.A.2.b.2.I07.D07,Develop performance metrics or standards related to information technology.,M4,0.5,1.426757,0.61
4.A.4.a.2.I09.D06,Discuss design or technical features of products or services with technical personnel.,Noise,0.3125,0.8665181333333333,0.2640166666666667
4.A.4.c.3.I04.D02,Collect fares or payment from customers.,M1,0.6136363636363636,-0.7801095857142857,0.7516666666666666
4.A.4.b.3.I04.D20,Train service staff.,M2,0.2833333333333333,-0.1326865125,0.3056833333333333
4.A.1.a.2.I07.D13,Monitor work environment to ensure safety or adherence to specifications.,M5,0.5,0.3677407749999999,0.2145
4.A.4.c.3.I02.D01,Order medical diagnostic or clinical tests.,M6,0.5,0.3494135285714286,0.14
4.A.1.a.2.I02.D12,Monitor loading processes to ensure they are performed properly.,Noise,0.35,-0.6897534333333334,0.86
4.A.2.a.1.I05.D04,Evaluate quality of food ingredients or prepared foods.,M2,0.25,-0.5077564333333333,0.8333333333333334
4.A.3.a.2.I15.D02,"Remove dents from equipment, materials, tools or structures.",M2,0.0,-0.8213928,0.8425
4.A.3.a.2.I13.D08,"Prepare biological feedstock for physical, chemical, or biological processing.",M2,0.0,-0.5092582999999999,0.855
4.A.4.b.3.I03.D02,Teach safety standards or environmental compliance methods.,M6,0.5,1.091029,0.01925
4.A.2.a.1.I09.D02,Assess financial status of clients.,M6,0.5909090909090909,1.3841475,0.70875
4.A.1.a.2.I06.D04,Supervise school or student activities.,M6,0.0147058823529411,0.6647329428571428,0.0869142857142857
4.A.1.b.3.I01.D15,Measure stock or liquid levels in sustainable fuel production systems.,Noise,0.5,-0.5092582999999999,0.855
4.A.4.a.2.I01.D03,Communicate results of environmental research.,M6,0.5277777777777778,0.8843751222222223,0.2086666666666666
4.A.4.b.4.I03.D05,Coordinate artistic activities.,M6,0.3888888888888889,0.54072845,0.0233333333333333
4.A.1.b.2.I07.D12,Inspect plumbing systems or fixtures.,Noise,0.1071428571428571,-0.791751125,0.54
4.A.4.b.4.I13.D03,Prepare activity or work schedules.,M6,0.5416666666666666,0.0875323166666666,0.004
4.A.1.a.2.I02.D02,Monitor facilities or operational systems.,Noise,0.3333333333333333,0.42201795,0.0953
4.A.1.a.2.I07.D04,Locate suspicious objects or vehicles.,M4,0.3928571428571428,-0.6521729666666666,0.3453333333333333
4.A.1.a.1.I12.D03,"Collect information from people through observation, interviews, or surveys.",mixed_dwa,0.3804347826086957,0.9221178571428572,0.1834076923076923
4.A.4.b.4.I08.D02,Coordinate flight control or management activities.,M1,0.53125,0.312144,0.3874999999999999
4.A.2.b.2.I19.D04,Develop emergency response plans or procedures.,Noise,0.4791666666666667,0.79237555,0.2283333333333333
4.A.2.b.2.I25.D01,"Create musical compositions, arrangements or scores.",Noise,0.7352941176470589,0.43947915,0.015
4.A.3.a.2.I34.D08,Connect supply lines to production equipment or tools.,Noise,0.0,-0.8067800333333333,0.8800000000000001
4.A.1.b.2.I07.D20,"Inspect mechanical equipment to locate damage, defects, or wear.",mixed_dwa,0.265625,-0.78680385,0.746
4.A.4.b.4.I01.D08,Supervise clerical or administrative personnel.,M6,0.3653846153846153,1.022974911111111,0.8437777777777777
4.A.4.b.6.I05.D11,Advise others on ways to improve processes or products.,Noise,0.4318181818181818,-0.0871516666666666,0.657125
4.A.2.b.2.I11.D01,Plan facility layouts or designs.,Noise,0.4375,1.0418744333333334,0.1359999999999999
4.A.3.a.2.I26.D01,Embalm corpses.,Noise,0.0,-0.4886873999999999,0.37
4.A.3.a.1.I11.D08,Apprehend criminal suspects.,M4,0.0,-0.1704383125,0.26848
4.A.2.b.2.I27.D03,Develop plans for programs or services.,Noise,0.375,0.1152482499999999,0.03505
4.A.2.b.3.I01.D11,Update job related knowledge or skills.,M6,0.0833333333333333,-0.8405575,0.4966666666666666
4.A.3.a.2.I41.D03,Position structural components.,Noise,0.0,-1.574743,0.859
4.A.1.b.2.I10.D05,Inspect cargo to identify potential hazards.,Noise,0.53125,-0.6875015333333333,0.098
4.A.2.b.1.I02.D03,Diagnose equipment malfunctions.,M4,0.3888888888888889,-0.3221463249999999,0.69125
4.A.1.b.1.I02.D08,Identify job or employment opportunities.,Noise,0.75,-1.122021,0.98
4.A.4.b.3.I05.D07,Train customers in the use of products.,M6,0.375,-0.7522190333333333,0.734
4.A.2.b.2.I20.D03,Develop sustainable organizational policies or practices.,M5,0.5,1.0346876571428572,0.1078571428571428
4.A.1.a.2.I01.D11,Monitor instruments to ensure proper production conditions.,Noise,0.6153846153846154,-0.8732519461538462,0.8407692307692307
4.A.3.a.1.I06.D11,Unload materials or equipment.,M1,0.0,-0.34864902,0.922
4.A.3.a.2.I13.D04,Prepare hazardous waste for processing or disposal.,M2,0.0384615384615384,-1.00618745,0.625
4.A.3.b.6.I01.D02,"Prepare financial documents, reports, or budgets.",M4,0.5815217391304348,1.10493219375,0.3534967741935483
4.A.2.a.4.I02.D06,Analyze market or customer related data.,M4,0.55,1.426757,0.61
4.A.1.b.2.I01.D06,Administer drug screening tests.,M2,0.375,0.7790428999999999,0.25
4.A.4.b.4.I15.D01,Direct emergency management activities.,M4,0.2142857142857142,-0.26852634,0.4921999999999999
4.A.4.b.6.I04.D03,Provide recommendations to others about computer hardware.,M6,0.5,,
4.A.1.b.2.I12.D01,Test communications equipment to ensure proper functioning.,M4,0.35,-0.8568230666666666,0.5933333333333334
4.A.4.c.1.I01.D09,Prepare administrative documents.,Noise,0.6666666666666666,-0.4473147666666666,0.4213333333333333
4.A.3.a.2.I22.D01,Adjust position of molds during processing.,M2,0.0,-0.66971385,0.925
